contrast,dissimilarity,homogeneity,energy,correlation,asm,label
50.00703125,3.7989123774509803,0.4067328239009016,0.041135420938257256,0.9951921146787169,0.0016921228557676134,Grape_black_rot_100
112.42538296568627,5.7315104166666675,0.3416472040031312,0.03317309698299885,0.9886483448523373,0.0011004543634434473,Grape_black_rot_100
81.08480392156862,4.628155637254902,0.3692757723322321,0.03259523703898001,0.9915734674986975,0.0010624494776272947,Grape_black_rot_100
81.01896446078432,4.620925245098039,0.36835225898142676,0.03267231795888134,0.9915843294483222,0.0010674803608062403,Grape_black_rot_100
81.01896446078432,4.620925245098039,0.36835225898142676,0.03267231795888134,0.9915843294483222,0.0010674803608062403,Grape_black_rot_100
81.08961397058823,4.62843137254902,0.3692262995260738,0.0325976648861745,0.9915729830608586,0.001062607756031334,Grape_black_rot_100
108.7759037990196,5.987545955882354,0.3269914963130447,0.03357413146879638,0.9879904999842269,0.001127222303884023,Grape_black_rot_100
141.59695159313725,5.261994485294117,0.36886274876372016,0.02897089627479539,0.9859002653641658,0.0008393128309649534,Grape_black_rot_100
105.68376225490196,4.725153186274509,0.3706438779679789,0.03335500890194035,0.9890937182747656,0.0011125566188485197,Grape_black_rot_100
127.57041973039219,5.457674632352942,0.36560566160774677,0.03571827810284966,0.9865248687251589,0.0012757953906325096,Grape_black_rot_100
108.76504289215687,5.988204656862745,0.3269385510808115,0.03356169691329142,0.9879918642070928,0.0011263874996996347,Grape_black_rot_100
108.76504289215687,5.988204656862745,0.3269385510808115,0.03356169691329142,0.9879918642070928,0.0011263874996996347,Grape_black_rot_100
82.17755821078433,4.338066789215686,0.3929327207043943,0.033190474563023195,0.9916528263623234,0.00110160760171869,Grape_black_rot_100
87.80260416666667,4.529074754901961,0.3803051541260887,0.03274521893403607,0.9911914866290926,0.0010722493630379542,Grape_black_rot_100
85.88059129901963,4.706816789215687,0.387160486583634,0.03575136777256771,0.9912336939738344,0.0012781602976093933,Grape_black_rot_100
85.97054227941177,4.709757965686275,0.3856782478231121,0.03570143749240433,0.9912228038380223,0.0012745926390240532,Grape_black_rot_100
85.86913296568628,4.704702818627451,0.3873620429182118,0.035773185333666094,0.9912332083897285,0.0012797207889168227,Grape_black_rot_100
85.86913296568628,4.704702818627451,0.3873620429182118,0.035773185333666094,0.9912332083897285,0.0012797207889168227,Grape_black_rot_100
94.33310355392157,4.684420955882354,0.3869324760459484,0.03607074737023855,0.990480857325999,0.001301098815847571,Grape_black_rot_100
94.34163602941177,4.6877144607843135,0.3882162364186523,0.036098104253227806,0.9904850689429089,0.0013030731306769032,Grape_black_rot_100
94.34163602941177,4.6877144607843135,0.3882162364186523,0.036098104253227806,0.9904850689429089,0.0013030731306769032,Grape_black_rot_100
136.16311274509803,5.596323529411764,0.3680679288508594,0.04089728128545606,0.9865967378870377,0.0016725876165417147,Grape_black_rot_100
89.08155637254902,4.471200980392156,0.39633425394712046,0.03618816374663198,0.9913302891754602,0.0013095831953530493,Grape_black_rot_100
89.08155637254902,4.471200980392156,0.39633425394712046,0.03618816374663198,0.9913302891754602,0.0013095831953530493,Grape_black_rot_100
97.11061580882352,4.346737132352941,0.4055309863718939,0.037148698060408276,0.9906212339595764,0.0013800257675833814,Grape_black_rot_100
94.08840379901963,4.96374080882353,0.3609559740001913,0.03228594165785538,0.990464576352844,0.0010423820287344414,Grape_black_rot_100
77.50916053921569,4.2484375,0.4151471646645347,0.036922997483318905,0.9925262628283024,0.0013633077431531742,Grape_black_rot_100
105.68376225490196,4.725153186274509,0.3706438779679789,0.03335500890194035,0.9890937182747656,0.0011125566188485197,Grape_black_rot_100
61.45029105392158,3.8048866421568635,0.4580401544507303,0.05761673936858584,0.9942172677257314,0.0033196886554675495,Grape_black_rot_100
61.45029105392158,3.8048866421568635,0.4580401544507303,0.05761673936858584,0.9942172677257314,0.0033196886554675495,Grape_black_rot_100
66.5774356617647,4.112637867647059,0.387644647384221,0.03779452948194162,0.9935683397271974,0.001428426458761354,Grape_black_rot_100
74.78851102941177,4.386887254901961,0.38471178780837084,0.03318763932732201,0.9926919998532922,0.0011014194041204105,Grape_black_rot_100
74.66597732843138,4.390701593137256,0.3839564319439481,0.03302405999381793,0.9927003070156497,0.0010905885384752863,Grape_black_rot_100
74.66597732843138,4.390701593137256,0.3839564319439481,0.03302405999381793,0.9927003070156497,0.0010905885384752863,Grape_black_rot_100
75.86616115196078,4.478844975490196,0.3820326355724859,0.03275139744814448,0.9925249696218241,0.0010726540348063246,Grape_black_rot_100
75.49819240196078,4.46859681372549,0.3821602379941216,0.03277921409036037,0.9925555201361038,0.00107447687638168,Grape_black_rot_100
75.49819240196078,4.46859681372549,0.3821602379941216,0.03277921409036037,0.9925555201361038,0.00107447687638168,Grape_black_rot_100
75.8539675245098,4.47859987745098,0.3819323760533494,0.03274964379297089,0.9925260964406604,0.001072539168566477,Grape_black_rot_100
109.67314644607845,4.606326593137256,0.3955019165026864,0.03501098695025596,0.9888374822328492,0.001225769207230993,Grape_black_rot_100
75.4626838235294,4.467585784313725,0.3823957778938363,0.03278150304170898,0.9925600079401916,0.001074626941673575,Grape_black_rot_100
75.4626838235294,4.467585784313725,0.3823957778938363,0.03278150304170898,0.9925600079401916,0.001074626941673575,Grape_black_rot_100
112.21605392156863,5.72202818627451,0.34133474311410145,0.03308187497023983,0.9886734895622676,0.0010944104515465806,Grape_black_rot_100
66.56746323529413,4.122732843137256,0.38760872897876086,0.03777804295684272,0.9935694112487498,0.001427180529649054,Grape_black_rot_100
