contrast,dissimilarity,homogeneity,energy,correlation,asm,label
174.64854473039216,6.488955269607844,0.23273214089141012,0.06891342801491517,0.6231999928842842,0.004749060560766894,Grape_black_rot_100
366.8149509803922,10.30643382352941,0.1678323761548325,0.04468532245646029,0.6136828866143158,0.0019967780430378344,Grape_black_rot_100
520.0618566176471,11.205208333333335,0.1557361186943489,0.04017114728120606,0.5905803569260603,0.001613721073888349,Grape_black_rot_100
519.869087009804,11.18933823529412,0.15633408648313793,0.04021717833090615,0.5907418989914094,0.001617421432899907,Grape_black_rot_100
520.0388174019608,11.193596813725492,0.1563817929962446,0.04019992541782107,0.5906445525891333,0.001616034003598376,Grape_black_rot_100
520.2181985294119,11.212071078431373,0.15537575110423363,0.04007844793524946,0.5904203147234016,0.0016062819888985013,Grape_black_rot_100
417.9842218137254,11.570955882352942,0.13739217287172661,0.0351412468921208,0.6967437230467569,0.00123490723313299,Grape_black_rot_100
764.0311121323531,13.085799632352945,0.16915605961658128,0.044899654882854696,0.5786321185743786,0.0020159790085994577,Grape_black_rot_100
711.4359834558825,11.826822916666668,0.17897405581979445,0.047418074534604046,0.6139266927843772,0.002248473792569265,Grape_black_rot_100
617.6772518382354,11.90418198529412,0.16796565476226633,0.04168298597524405,0.6016009309749586,0.0017374713198123923,Grape_black_rot_100
416.94080882352944,11.55572916666667,0.13784119147764567,0.03521443766109522,0.6959015906886301,0.0012400566197871615,Grape_black_rot_100
413.9430147058824,11.529289215686276,0.1379471577261769,0.03522456511075739,0.6971793110845274,0.0012407699872419866,Grape_black_rot_100
450.37535232843146,9.738924632352944,0.18265933233402226,0.04841006694688071,0.644593720038037,0.002343534581801472,Grape_black_rot_100
522.110799632353,10.38252144607843,0.17943440009235276,0.04970613955112423,0.5970898117195796,0.0024707003090758367,Grape_black_rot_100
488.84139093137264,10.603553921568631,0.17958009450459245,0.04688895489446072,0.638472626742502,0.002198574091094772,Grape_black_rot_100
488.2650888480392,10.589139093137256,0.1810904921761186,0.046965991189112634,0.6391410964083809,0.0022058043283758053,Grape_black_rot_100
488.97328431372557,10.605943627450982,0.17906059797760884,0.046888034039476244,0.6383684375142433,0.0021984877360870826,Grape_black_rot_100
488.7122855392158,10.596752450980395,0.17916398154271176,0.04692293755977661,0.6386220924788467,0.002201762069238695,Grape_black_rot_100
517.5323069852942,10.66184129901961,0.18874356418856045,0.050259696485254475,0.6277546678952746,0.0025260370907899013,Grape_black_rot_100
519.0775122549021,10.692401960784315,0.18743475544169091,0.049834705407868295,0.6266493983060843,0.0024834978630890172,Grape_black_rot_100
519.2810968137256,10.70168504901961,0.18725667794517115,0.04979251459430126,0.6264793771088203,0.0024792945096237034,Grape_black_rot_100
365.1016697303922,8.894745710784315,0.20525973384370322,0.05808367830847135,0.5909570907848367,0.003373713685841985,Grape_black_rot_100
578.8265471813726,11.012086397058823,0.19489494383510883,0.05163241381097859,0.6090149814085354,0.002665906155948133,Grape_black_rot_100
